dossier,PDF link,type of study,guideline,absorption,distribution,metabolism,excretion,level in urine,level in faeces,level in blood/plasma,level in skin ,level in carcass/tissues,overall recoveries,exposure C max,exposure T max,exposure AUC,half-life absorption,half-life elimination,exposure other,statistical variation,signs of toxicity,"interpretation, discussion and result",conclusion,species/strain,source,age at start of experiment,"age unit (day, week, month, year)",weight,weight unit,"sex ( female, male)",feeding and housing,n subject / group,formulation and justification of use,details of preparation,amount applied,achieved concentration,vehicle,stability and homogenity,pH,solid,liquid,purity (%),chemical batch nr,additional info,purity %,batch number,specific activity,dose levels,dose level unit,volume,extraction,detection,"route (oral, dermal, iv, ip, other)","scheme (single, repeated, other)",surface & site condition,"dermal patching technic (non occlusive, semi-occlusive, occlusive)","period of exposure (minutes, hour, day, month, year)","tape stripping, removing, washing",samples,timing of the study,vehicle name,vehicle concentration,SCCS comment to test,year,GLP,klimisch score,Ref. in dossier,additional info,own comment
dihydroxyacetone,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_048.pdf ,in vivo,non OECD,,,,"excretion occurred mainly by the renal route with maximal 0.13% in contrast to excretion via the faecal route, which did not exceed 0.025%.", renal excretion mean radioactivity 0.065% ± 0.044,fecal excretion mean radioactivity 0.008% ± 0.009,the plasma levels of radioactivity were at all times below two times the radioactivity background value; therefore pharmacokinetic parameters could not be calculated. ,parameter / mean radioactivity (%) ± SD (n=6): cotton wool plugs /14.6 ± 7.1; skin strips (6h post-application) / 29.3 ± 5.1; skin strips (at discharge) / 3.3 ± 1.0; ,,"total recovery mean radioactivity 47.3% ± 3.3. recovery from skin washings after the 6 hour application varied between 6 and 26%, whereas recovery from tape stripping ranged from 20 to 34%. the total recovery of test substances ranged from 42 to 51% of [14C]- dihydroxyacetone.",,,,,,,,,all subjects completed the study and only one adverse effect (headache) was noted. the tolerability of the test substance was judged to be good,"the low amount of radioactivity measured in urine and faeces, together with the low plasma levels of [14C]-dihydroxyacetone, indicate that no noticeable dermal absorption took place in the setting of this study. the low recovery rate is explained by the galenic formulation (part of it evaporates and is shed off the skin immediately) and by the mechanism of reaction of dihydroxyacetone within the skin (binds covalently with proteins/lysine residues in the upper layers). the fact that the volunteers’ treated skin area was still coloured (pale brown) on the day of discharge supports this theory.",human/volunteers,,52-61,y,,,m,,6,,,,,,,,,,,,test substance: 1g of ‘gel formulation’ (also referred to as ‘o/w creme for dermal application’) containing 50 mg of [14C]-dihydroxyacetone (42.97 µCi) (full composition stated in the report),,,42.97 µCi),1 ,g,,,,dermal,,333 cm²  on the upper arm,non-occlusive,6h,five consecutive skin washings with cotton wool plugs soaked with ether. thereafter the remaining gel was removed by tape stripping. ,"blood, urine, faeces",blood samples were drawn up to 72 hours after application and urine and faeces were collected until discharge. ,,,,1993,no,,20,"Guideline: Internal protocol ‘Pharmacokinetics: transdermal penetration, excretion in urine and faeces’. Quality control: ethical approval and informed consent documents are available. the skin was protected by a non-occlusive cover, which was not allowed to come into contact with the gel layer.",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,"Serum iodine content in erythrosine-fed animals, however, was increased compared to control animals (128 µg/l versus 48 µg/l).",,,,,,,,,,,,,,,,,,,"No studies on dermal absorption of erythrosine have been performed. From physicochemical data (molecular weight, water solubility and calculated Log Pow value) it can be assumed that dermal absorption is low. These assumptions are confirmed by a dermal carcinogenicity study in ICR mice of both sexes. After repeated (twice weekly for 18 months) dermal application of 0.1 ml of an 1% aqueous solution of erythrosine in distilled water, no indications of systemic bioavailability could be observed (Carson, 1983; Hazleton Laboratories, 1969) (see also section carcinogenicity).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,Summary on dermal absorption: the dermal absorption of erythrosine can be assumed to be low.,
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,The apparent absorption of iodine was calculated from the respective iodine intake and the amounts of iodine excreted via faeces and urine.,,,"Almost all (1560 µg/day) of the iodine administered via erythrosine (1600 µg/day) was excreted via faeces, only 8.4 µg/day were excreted via urine. From iodine-containing foods on the other hand, much lower amounts of iodine were excreted via faeces und urinary iodine excretion was considerably higher",8.4µg/d,1560 µg/d,,,,,,,,,,,,,"There were no differences in body weight gain, food intake and weights of the liver, kidneys, epidydimal adipose tissues and thyroid glands among the different treatment groups. There were no differences in iodine contents of livers and kidneys between control and erythrosine fed animals.",From the results the authors conclude that the bioavailability of iodine from erythrosine is very low (3% in rats) compared to the bioavailability of iodine from iodine-rich foodstuff,Rat/Wistar,Shizuoka Agricultural cooperative Association for Laboratory animals,,,,,,,4,various foods and from Erythrosine ,,,,,,,,,≈ 85,,"Test substance: Erythrosine (from Daiwa Dyestuff MFG Go., Ltd, Saitama)",,,,0.027,% in the diet corresponding to 1600 µg iodine/day,,,,oral,"1 week of exposure, 4 days of excreta collection",,,,,"faces and urine over ' days. After animals were killed after an overnight fasting and faeces, urine, serum, liver and kidneys were analyzed for iodine.",,,,The possibility of biliary excretion has not been addressed in this study. The methodology of iodine determination has not been explicitly described.,1987,no,,Katamine et al.,"The bioavailability of iodine from erythrosine in comparison to various iodine containing foods. Positive controls receiving iodine-rich food (iodine levels ranging between 1970 and 2200 µg/day). Spray dried ordinary egg with an iodine content of 1.2 µg/g served as control. From animal studies described in this section and from human studies the following conclusions can be drawn with respect to the toxicokinetic behaviour of erythrosine: No guideline-compliant investigation of erythrosine toxicokinetics has been performed. Data addressing certain aspects of toxicokinetics after oral (single and repeat-dose administration) administration are available from animal studies (different rat strains were used in the different studies) and from studies performed in human volunteers. Except for one rat study (Vought et al., 1972) animal as well as human studies point to the fact, that oral bioavailability of erythrosine is low. This conclusion is mainly based on results obtained from determination of urinary and/or faecal excretion of iodine and/or erythrosine after ingestion. While only minor amounts of ingested erythrosine/iodine are excreted via urine, the major part is excreted via faeces, which led to different, albeit mainly coherent findings with regards to oral bioavailability/absorption (Katamine et al., 1987: oral absorption not higher than 1 %, Ingbar, 1984: urinary excretion of erythrosine after intake of radiolabelled substance: 0.38% maximally, radioactivity in faeces: 80 – 103%, maximum body retention detected in a 14d observation period: 1.7 %). The findings of the Ingbar (1983) study indicate that low amounts absorbed after repeated oral administration of erythrosine (based on increased serum iodine levels), are not associated with effects on thyroid parameters. In a more poorly described study (Bernstein et al., 1975) it was concluded that oral bioavailability of erythrosine is not higher than 7.8 %. From one poorly described study it can be assumed, that a small fraction of bioavailable erythrosine (up to 1.7 %) can be excreted via bile. Low bioavailability (about 1%) of erythrosine was also obtained after comprehensive pharmacokinetic evaluation of data from studies  yielding AUC (area under the curve) values (Poulsen, 1993). Investigations in humans demonstrate rapid and quantitative elimination of erythrosine within 14 days, indicating low potential for accumulation. The lack of accumulation is further supported by results from tissue distribution analysis in animal experiments. Erythrosine does not appear to be distributed widely and to a great extent into tissues. Amounts of radioactivity from radiolabelled erythrosine well below 1 % (of the applied radioactivity) could be determined in the liver; even lower amounts (about 0.01 %) were detectable in the thyroid. Apparently, there was no distribution into brain or pituitary. Some studies pointed to the fact, that minor amounts of ingested erythrosine might be metabolized. However, no quantitative figures on the extent of metabolism can be derived, and structural identification of possible metabolites is not possible based on the available studies. As a worst case assumption, 10 % oral absorption (which might also cover insufficiently investigated biliary excretion) can be assumed, however, the majority of studies points to 1% oral absorption. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,,"a) The thyroidal uptake of 131I and protein-bound radioactivity were markedly reduced after intake of erythrosine-containing diets, whereas non-protein-bound radioactivity was elevated. b) A small fraction (no quantitative figures given) of radioactivity from radiolabelled erythrosine could be detected in the thyroid glands, which apparently did not originate from the intact erythrosine molecule",,"a) Urinary 131I excretion was higher in erythrosine-fed animals compared to controls statistical significance was only reached in the female animals. The authors state that these results pointed to significant de-iodination of erythrosine. b) In the two experiments, 29.8 and 26.6 % of 131I from erythrosine were excreted as iodide via urine within 48 hours. Urinary excretion of radioactivity from erythrosine could not be detected within the first 24 hrs after administration. 56 to 64 % of the administered radioactivity was excreted via faeces within 48 hours.",,,,,,,,,,,,,,,,,rat/ Sprague-Dawley,,,,,,f & m; f,,5,,,,,,,,,,,,Test substance: a) Pink cereal containing erythrosine b) Radiolabelled (131I) erythrosine,,,b) 24 µCi/µmol,"5.2 --> 13.9; 0.625, 2.125",a) diet (cereal) containing 5.2 to 13.9 µg iodine from erythrosine per g cereal; b) 0.625 mg erythrosine/rat and 2.125 mg erythrosine/rat,,,,oral,Dietary studies: 3 weeks with only females- 5 weeks with male anf females;  radiolabelled experiments: following acute dosing,,,,,"a) At the end of the dietry experiments, Na131I was injected i.p. and the urinary excretion, thyroidal uptake of radioactivity and serum 131I (total, protein-bound and non-protein-bound) were determined for a 24 hr-period. ",,,,"(1) For some parts of the first study (e.g. determination of protein-bound radioactivity) and for the second part of the study, rather antiquated methods were applied used for determination of radioactivity (e.g. paper chromatography followed by scintillation counting for the second part of the study). (2) the finding of radiolabel in the thyroid is in contrast to a study from Obrist et al (1986), reported in JECFA (1986). A further study was not available to the rapporteur. The description of the study is taken from JECFA, 1984 ",1971,no,,"Vought et al.,","GLP statement: Conducted prior to GLP standards. Controls Yellow cereal with an iodine content between 0.2 and 0.4 µg iodine per g cereal. From animal studies described in this section and from human studies the following conclusions can be drawn with respect to the toxicokinetic behaviour of erythrosine: No guideline-compliant investigation of erythrosine toxicokinetics has been performed. Data addressing certain aspects of toxicokinetics after oral (single and repeat-dose administration) administration are available from animal studies (different rat strains were used in the different studies) and from studies performed in human volunteers. Except for one rat study (Vought et al., 1972) animal as well as human studies point to the fact, that oral bioavailability of erythrosine is low. This conclusion is mainly based on results obtained from determination of urinary and/or faecal excretion of iodine and/or erythrosine after ingestion. While only minor amounts of ingested erythrosine/iodine are excreted via urine, the major part is excreted via faeces, which led to different, albeit mainly coherent findings with regards to oral bioavailability/absorption (Katamine et al., 1987: oral absorption not higher than 1 %, Ingbar, 1984: urinary excretion of erythrosine after intake of radiolabelled substance: 0.38% maximally, radioactivity in faeces: 80 – 103%, maximum body retention detected in a 14d observation period: 1.7 %). The findings of the Ingbar (1983) study indicate that low amounts absorbed after repeated oral administration of erythrosine (based on increased serum iodine levels), are not associated with effects on thyroid parameters. In a more poorly described study (Bernstein et al., 1975) it was concluded that oral bioavailability of erythrosine is not higher than 7.8 %. From one poorly described study it can be assumed, that a small fraction of bioavailable erythrosine (up to 1.7 %) can be excreted via bile. Low bioavailability (about 1%) of erythrosine was also obtained after comprehensive pharmacokinetic evaluation of data from studies  yielding AUC (area under the curve) values (Poulsen, 1993). Investigations in humans demonstrate rapid and quantitative elimination of erythrosine within 14 days, indicating low potential for accumulation. The lack of accumulation is further supported by results from tissue distribution analysis in animal experiments. Erythrosine does not appear to be distributed widely and to a great extent into tissues. Amounts of radioactivity from radiolabelled erythrosine well below 1 % (of the applied radioactivity) could be determined in the liver; even lower amounts (about 0.01 %) were detectable in the thyroid. Apparently, there was no distribution into brain or pituitary. Some studies pointed to the fact, that minor amounts of ingested erythrosine might be metabolized. However, no quantitative figures on the extent of metabolism can be derived, and structural identification of possible metabolites is not possible based on the available studies. As a worst case assumption, 10 % oral absorption (which might also cover insufficiently investigated biliary excretion) can be assumed, however, the majority of studies points to 1% oral absorption. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,"Blood and plasma radioactivity reached maximum levels by 1 hour, while levels in the liver and kidneys peaked after 4-12 hours. The activity in blood and tissues was very low, suggesting that erythrosine is not extensively absorbed from the gastrointestinal tract.","Of the tissues examined (liver, kidney, thyroid, brain, and pituitary), the highest levels of radioactivity were found in the liver (maximally 0.145% of the dose of 14C; 0.188% of the dose of 125I). Thyroid residues of 14C were at trace or non-detectable levels, while levels of 125I were detectable but low (maximally approximately 0.01% of the dose), indicating that neither erythrosine nor its ring-containing metabolites accumulated in the thyroid. The magnitude of the 125I levels in the thyroid was so low that it was not possible to conclude whether the activity resulted from 125I-iodide in the dose or from 125Iiodide formed by a small degree of metabolic deiodination of erythrosine. No 14C or 125I was detectable in the brain or pituitary.","Small amounts of metabolites, believed to be isomeric diiodo- and triiodofluoresceins, were detected in urine, faeces, plasma, and tissue extracts from the liver and kidney","The radioactivity from both radiolabels was excreted predominantly in the faeces, mainly within 48 hours; less than 1% of the dose was excreted in urine.",,,,,,,,,,,,,,,,,rat,,,,,,f & m,,,,,,,,,,,,,,"Test substance: 14C-labelled erythrosine, 125I-labelled erythrosine and unlabelled erythrosine",,,,"0.5, 4.0%",dietry levels,,,,oral,7 days,,,,,,,,,,1986,no,,"Obrist et al., 1986 (described in JECFA, 1986)","From animal studies described in this section and from human studies the following conclusions can be drawn with respect to the toxicokinetic behaviour of erythrosine: No guideline-compliant investigation of erythrosine toxicokinetics has been performed. Data addressing certain aspects of toxicokinetics after oral (single and repeat-dose administration) administration are available from animal studies (different rat strains were used in the different studies) and from studies performed in human volunteers. Except for one rat study (Vought et al., 1972) animal as well as human studies point to the fact, that oral bioavailability of erythrosine is low. This conclusion is mainly based on results obtained from determination of urinary and/or faecal excretion of iodine and/or erythrosine after ingestion. While only minor amounts of ingested erythrosine/iodine are excreted via urine, the major part is excreted via faeces, which led to different, albeit mainly coherent findings with regards to oral bioavailability/absorption (Katamine et al., 1987: oral absorption not higher than 1 %, Ingbar, 1984: urinary excretion of erythrosine after intake of radiolabelled substance: 0.38% maximally, radioactivity in faeces: 80 – 103%, maximum body retention detected in a 14d observation period: 1.7 %). The findings of the Ingbar (1983) study indicate that low amounts absorbed after repeated oral administration of erythrosine (based on increased serum iodine levels), are not associated with effects on thyroid parameters. In a more poorly described study (Bernstein et al., 1975) it was concluded that oral bioavailability of erythrosine is not higher than 7.8 %. From one poorly described study it can be assumed, that a small fraction of bioavailable erythrosine (up to 1.7 %) can be excreted via bile. Low bioavailability (about 1%) of erythrosine was also obtained after comprehensive pharmacokinetic evaluation of data from studies  yielding AUC (area under the curve) values (Poulsen, 1993). Investigations in humans demonstrate rapid and quantitative elimination of erythrosine within 14 days, indicating low potential for accumulation. The lack of accumulation is further supported by results from tissue distribution analysis in animal experiments. Erythrosine does not appear to be distributed widely and to a great extent into tissues. Amounts of radioactivity from radiolabelled erythrosine well below 1 % (of the applied radioactivity) could be determined in the liver; even lower amounts (about 0.01 %) were detectable in the thyroid. Apparently, there was no distribution into brain or pituitary. Some studies pointed to the fact, that minor amounts of ingested erythrosine might be metabolized. However, no quantitative figures on the extent of metabolism can be derived, and structural identification of possible metabolites is not possible based on the available studies. As a worst case assumption, 10 % oral absorption (which might also cover insufficiently investigated biliary excretion) can be assumed, however, the majority of studies points to 1% oral absorption. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,The presence of dye in either bile or urine within 2-4 hours after oral administration pointed to systemic absorption (no quantitative data given).,,"Chromatographic analysis of excreta revealed, that the dyes were metabolically stable and that glucuronidation did not take place.",,"After i.v. administration on the average, 1.3 % (range: 0.8 – 1.8 %) of the dose could be determined in the urine within 2 hours after administration.",,,,,"After i.v. administration, the major part (average: 55 %; range: 50.4 – 58.0 %) of the administered dose was recovered in bile. The dye recovery part of the study revealed, that 101.9 % of the applied dose could be recovered from excreta within 5 days after oral administration ",,,,,,,,,,,rat/ Osborne-Mendel,,,,,,m,,6,,,,,,,,,,,,Test substance: FD&C Red No.3,,,,0.5 --> 500; 500; 3,mg/kg bw in four log-spaced doses (gavage dye metabolism studies); mg/kg bw (dye recovery studies); mg/kg bw i.v. (dye excretion studies) ,,,Samples were examined by paper chromatography (with and without enzymatic cleavage).,,"single gavage and i.v. administrations, collection of samples over a period of up to 5 days after administration",,,,,"In dye metabolism studies, urine specimens were collected within a 2-4 hr period after oral (gavage) administration of four different doses of erythrosine; bile specimens were taken 2 hr after administration. In dye excretion studies, bile-duct cannulated rats received 3 mg/kg bw via the femoral vein, urine and bile was collected over a 2 hr period. For dye recovery studies, animals received 500 mg erythrosine/kg bw by gavage and excreta were collected until dye excretion was no longer detectable.",,,,,1962,no,,"Webb et al.,","GLP statement: Conducted prior to GLP standards. From animal studies described in this section and from human studies the following conclusions can be drawn with respect to the toxicokinetic behaviour of erythrosine: No guideline-compliant investigation of erythrosine toxicokinetics has been performed. Data addressing certain aspects of toxicokinetics after oral (single and repeat-dose administration) administration are available from animal studies (different rat strains were used in the different studies) and from studies performed in human volunteers. Except for one rat study (Vought et al., 1972) animal as well as human studies point to the fact, that oral bioavailability of erythrosine is low. This conclusion is mainly based on results obtained from determination of urinary and/or faecal excretion of iodine and/or erythrosine after ingestion. While only minor amounts of ingested erythrosine/iodine are excreted via urine, the major part is excreted via faeces, which led to different, albeit mainly coherent findings with regards to oral bioavailability/absorption (Katamine et al., 1987: oral absorption not higher than 1 %, Ingbar, 1984: urinary excretion of erythrosine after intake of radiolabelled substance: 0.38% maximally, radioactivity in faeces: 80 – 103%, maximum body retention detected in a 14d observation period: 1.7 %). The findings of the Ingbar (1983) study indicate that low amounts absorbed after repeated oral administration of erythrosine (based on increased serum iodine levels), are not associated with effects on thyroid parameters. In a more poorly described study (Bernstein et al., 1975) it was concluded that oral bioavailability of erythrosine is not higher than 7.8 %. From one poorly described study it can be assumed, that a small fraction of bioavailable erythrosine (up to 1.7 %) can be excreted via bile. Low bioavailability (about 1%) of erythrosine was also obtained after comprehensive pharmacokinetic evaluation of data from studies  yielding AUC (area under the curve) values (Poulsen, 1993). Investigations in humans demonstrate rapid and quantitative elimination of erythrosine within 14 days, indicating low potential for accumulation. The lack of accumulation is further supported by results from tissue distribution analysis in animal experiments. Erythrosine does not appear to be distributed widely and to a great extent into tissues. Amounts of radioactivity from radiolabelled erythrosine well below 1 % (of the applied radioactivity) could be determined in the liver; even lower amounts (about 0.01 %) were detectable in the thyroid. Apparently, there was no distribution into brain or pituitary. Some studies pointed to the fact, that minor amounts of ingested erythrosine might be metabolized. However, no quantitative figures on the extent of metabolism can be derived, and structural identification of possible metabolites is not possible based on the available studies. As a worst case assumption, 10 % oral absorption (which might also cover insufficiently investigated biliary excretion) can be assumed, however, the majority of studies points to 1% oral absorption. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,,,,A small amount of colour (0.44 to 1.7 %) could be determined in the bile,no colour could be identified in the urine by the analytical method applied.,"After oral administration of 64 – 156 mg erythrosine/kg bw, 55 – 72 % of the administered dose was excreted via faeces,",,,,,,,,,,,,,,,rat & rabbit ,,,,,,m,,1-Apr,aqueous suspension of Erythrosine,,,,,,,,,,,Test substance: FD&C Red No.3,,,,0.5,mg/kg bw,,,spectrofluorometry.,"oral, stomach tube ","single gavage administration, collection of excreta for at least 3 days after administration",,,,,Urine was collected for at least 3 days after dosing,,,,The methodology of bile collection and analysis was not described in the paper.,1962,no,,Daniel,"GLP statement: Conducted prior to GLP standards. Purity: formulated according to FDA requirements from 1938. From animal studies described in this section and from human studies the following conclusions can be drawn with respect to the toxicokinetic behaviour of erythrosine: No guideline-compliant investigation of erythrosine toxicokinetics has been performed. Data addressing certain aspects of toxicokinetics after oral (single and repeat-dose administration) administration are available from animal studies (different rat strains were used in the different studies) and from studies performed in human volunteers. Except for one rat study (Vought et al., 1972) animal as well as human studies point to the fact, that oral bioavailability of erythrosine is low. This conclusion is mainly based on results obtained from determination of urinary and/or faecal excretion of iodine and/or erythrosine after ingestion. While only minor amounts of ingested erythrosine/iodine are excreted via urine, the major part is excreted via faeces, which led to different, albeit mainly coherent findings with regards to oral bioavailability/absorption (Katamine et al., 1987: oral absorption not higher than 1 %, Ingbar, 1984: urinary excretion of erythrosine after intake of radiolabelled substance: 0.38% maximally, radioactivity in faeces: 80 – 103%, maximum body retention detected in a 14d observation period: 1.7 %). The findings of the Ingbar (1983) study indicate that low amounts absorbed after repeated oral administration of erythrosine (based on increased serum iodine levels), are not associated with effects on thyroid parameters. In a more poorly described study (Bernstein et al., 1975) it was concluded that oral bioavailability of erythrosine is not higher than 7.8 %. From one poorly described study it can be assumed, that a small fraction of bioavailable erythrosine (up to 1.7 %) can be excreted via bile. Low bioavailability (about 1%) of erythrosine was also obtained after comprehensive pharmacokinetic evaluation of data from studies  yielding AUC (area under the curve) values (Poulsen, 1993). Investigations in humans demonstrate rapid and quantitative elimination of erythrosine within 14 days, indicating low potential for accumulation. The lack of accumulation is further supported by results from tissue distribution analysis in animal experiments. Erythrosine does not appear to be distributed widely and to a great extent into tissues. Amounts of radioactivity from radiolabelled erythrosine well below 1 % (of the applied radioactivity) could be determined in the liver; even lower amounts (about 0.01 %) were detectable in the thyroid. Apparently, there was no distribution into brain or pituitary. Some studies pointed to the fact, that minor amounts of ingested erythrosine might be metabolized. However, no quantitative figures on the extent of metabolism can be derived, and structural identification of possible metabolites is not possible based on the available studies. As a worst case assumption, 10 % oral absorption (which might also cover insufficiently investigated biliary excretion) can be assumed, however, the majority of studies points to 1% oral absorption. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,Serum iodine concentrations were not increased 4 hrs after intake of erythrosine.,,,,"After intake of iodine-rich food, the cumulative urinary excretion of iodine over 48 hrs ranged between 10 and 102 % of the iodine intake. After oral intake of erythrosine, on the other hand, only 1 % of the ingested iodine was excreted over a period of 48 hrs.",,,,,,,,,,,,,,,From these results the authors concluded that the bioavailability of iodine from erythrosine is very low,human,,21-28,y,,,m,"Before and during the testing period, subjects were asked to abstain from iodine-rich food (except for the test meals).",5,different iodine- rich food items and erythrosine,,,,,,,,,≈ 85,,"Test substance: Erythrosine (from Daiwa Dyestuff MFG Go., Ltd, Saitama)",,,,4900,µg iodine (corresponding to 10 mg erythrosine),,,,,single administration; collection of urine for 48 hr,,,,,"urine collected over 48h (Pooled urine samples from the collection periods 0-4, 4-12, 12-24, 24-36 and 36-48 hrs were analyzed for iodine contents. In the subjects receiving erythrosine, plasma levels of iodine were determined 4 hrs after intake.",,,,"(1) It is not stated in the publication whether serum iodine levels were also determined for the pre-experiment period. Thus, it is not clear whether serum concentrations of iodine were not increased compared to controls after erythrosine intake. Urine has not been analyzed for the intact erythrosine molecule. (2) An ethical approval of the study has not been documented.",1987,no,,Katamine,"Controls: positive controls: groups of 3-5 men (aged 35 – 45 years) receiving iodine-rich food (at iodine levels ranging from 1080 – 3840 µg); negative controls: urine samples from the pre-experiment period. After a 2-day preliminary period, three to five men (age: 35 – 45 years) received a meal containing iodine-rich food yielding intake levels between 1080 and 3840 µg iodine. ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,"Serum T3 and T4 concentrations were not significantly altered compared to control values by treatment with erythrosine (a small decrease in T3 could be observed after erythrosine treatment). Resin T3 uptake and Serum TSH concentration were not influenced by the administration of erythrosine. In contrast, serum total iodine and plasma-bound iodine both increased progressively until the end of the study",,,Little if any effect was observed of erythrosine ingestion on urinary iodine excretion.,,,total serum iodine: from 52 to 84 µg/l (mean values); PBI: from 42 to 67 µg/l (mean values).,,,,,,,,,,,,"Under the analytical conditions applied, levels of erythrosine in serum and urine were below the minimum detectable level of 0.05 ppm. Clinical chemistry of serum samples revealed decreases in total protein and albumin and a slight increase in serum phosphorus concentrations. ",From the results it can be deduced that thyroid function in humans is not affected by the dosing regimen applied,human / healthy,,21-35,y,,,f & m,"Human volunteers were hospitalized for 31 days and received controlled diets (with respect to iodine-, protein-, fat- and carbohydrate intake) including a daily milk shake. After a 3- day equilibration period, the testing period consisting of four weeks of different treatments started.",5,,,,,,,,,,,,Test substance: Erythrosine,,,,,,,,,,"3 weeks exposure: 5 mg erythrosine/day during the second week, 10 mg erythrosine/day during the third week, 25 mg erythrosine/day during the fourth week",,,3 weeks,,"urine, blood",,,,"(1) No quantitative figures can be derived with regard to bioavailability and metabolism of erythrosine (although stool had been collected, analysis of eryhrosine in faeces was not possible due to technical reasons). However, the slight increase in serum PBI and the negligible change in iodine excretion during erythrosine ingestion indicate that only a small fraction of erythrosine was absorbed and that the absorbed amount was de-iodinated to a limited extent. (2) an ethical approval of the study has not been documented.",1984,no,,Ingbar et al. 1983,"Controls: obtained from the (first) week without erythrosine administration.  During the first week (week 1) (this period was used in order to obtain control samples) subjects received milk shake without erythrosine. Afterwards, subjects received milk shakes supplemented with 5 (week 2), 10 (week 3) and 25 (week 4) mg erythrosine (corresponding to an additional daily iodine intake of 3, 5 and 15 mg in week 2, 3 and 4, respectively.  Urine was collected in 24 hr-intervals for measurement of total iodine. Blood samples were taken daily for serum chemistry and for determination of serum thyroxine (T4), 3,5,3’-triiodothyronine (T3), thyrotropin (TSH), total serum iodine, plasma-bound iodine (PBI) and for determination of resin T3 uptake (as a thyroid function test). ",
CI 45430 (erythrosine),https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_030.pdf,in vivo,non OECD,,The maximum body retention determined within the observation period was 1.7% of the administered radioactivity.,,"Concurrent with the rapid decline of radioactivity in whole bodies, faecal excretion of 131I could be observed. After an initial delay of about 24 hr, between 80 and 103 % of the applied radioactivity could be recovered from faeces which was in line with extremely small (if any) amounts of radioactivity determined in the urines or in plasma samples. The cumulative urinary excretion of 131I did not exceed 0.38 % of the administered radioactivity within 48 hr after administration and was below detectable (or background) levels thereafter. ",,,,,,,,,,,,,,,Whole body counts demonstrated that for both types of administration (lemonade and milkshake) radioactivity was eliminated rapidly and almost completely within 14 days.  According to the authors (remark: only graphs (diagrams) without giving numbers are presented) Serum T4 and T3 concentrations were not significantly altered compared to the values obtained before administration of erythrosine. ,"From the results of this study it can be concluded that under the conditions of this experiment (i.e. blocking of thyroid iodine uptake), systemic bioavailability of a single oral administration of erythrosine is extremely low and that almost complete excretion occurs via faeces. As the results are based on determination of radioactivity, no final conclusions on metabolism (e.g. cleavage of iodine from the intact erythrosine molecule) of erythrosine can be drawn from this study. Further, it can be assumed, that thyroid function is not affected under the conditions of this experiment (i.e. within an observation period of short duration)",human/volunteers ( one of them being studied twice),,26 & 22-42,y,,,f & m,overnight fast ,5,,,,,,,,,,,,Test substance: Erythrosine (admixture of 131I-labeled erythrosine to non-labelled erythrosine),,,,"75, 80",mg erythrosine in lemonade or milkshake,,,,oral,single exposure with eother milkshare or lemonade,,,,,"Immediately after the erythrosine intake, body content of 131I was determined by means of a whole body counter, determinations were repeated daily (except on weekends) throughout the duration of the study (21 d). Complete stool and 24 hr urine collections were taken. Fasting blood samples were obtained every morning for measurement of serum thyroxine (T4), 3,5,3’-triiodothyronine (T3) and thyrotropin (TSH).",,,,,1984,no,,Ingbar et al. 1984b,"Before the beginning, written informed consent was obtained. The study had been approved by the institutional Human Studies and Radiation Safety Committees. The uptake of 131I into the thyroid was blocked by administration of a saturated solution of potassium iodide.",
